000742,25214
000743,14396
000744,38650
000745,44372
000746,19635
000747,11926
000748,49425
000749,20746
000750,30891
000751,17539
000752,22043
000753,1732
000754,47877
000755,39381
000756,1167
000757,21461
000758,40747
000759,2847
000760,48869
000761,15334
000762,19988
000763,36185
000764,48297
000765,34561
000766,47598
000767,38642
000768,38795
000769,25463
000770,29037
000771,4807
000772,24394
000773,5314
000774,37830
000775,18519
000776,1196
000777,8838
000778,23508
000779,47784
000780,15596
000781,35055
000782,38481
000783,27168
000784,32290
000785,21366
000786,14913
000787,9192
000788,19027
000789,3764
000790,12205
000791,9581
000792,44745
000793,38540
000794,37693
000795,38219
000796,1825
000797,37535
000798,46475
000799,37827
000800,49035
000801,32761
000802,46293
000803,23019
000804,6604
000805,14474
000806,47232
000807,2134
000808,20008
000809,39477
000810,8238
000811,33599
000812,19722
000813,19964
000814,16734
000815,6548
000816,2693
000817,16663
000818,39871
000819,11110
000820,40816
000821,47789
000822,14947
000823,11367
000824,7178
000825,26734
000826,20487
000827,19920
000828,34375
000829,2143
000830,8162
000831,24838
000832,34799
000833,36785
000834,16915
000835,30708
000836,15703
000837,16929
000838,19796
000839,28238
000840,48168
000841,21825
000842,2084
000843,8038
000844,16875
000845,8108
000846,12504
000847,2140
000848,12539
000849,15840
000850,2451
000851,31489
000852,27119
000853,7034
000854,31440
000855,25280
000856,1403
000857,46392
000858,42960
000859,35592
000860,5761
000861,26618
000862,31073
000863,46283
000864,13615
000865,617
000866,31087
000867,5883
000868,496
000869,14753
000870,21905
000871,35619
000872,31849
000873,37327
000874,35612
000875,49872
000876,22746
000877,42621
000878,39465
000879,3840
000880,10494
000881,910
000882,37319
000883,16983
000884,26470
000885,7790
000886,38859
000887,13469
000888,21900
000889,14188
000890,23210
000891,5113
000892,15613
000893,27674
000894,7923
000895,25636
000896,44815
000897,43132
000898,22142
000899,43545
000900,14292
000901,16159
000902,20640
000903,12502
000904,4500
000905,1669
000906,8020
000907,17127
000908,24717
000909,42020
000910,21971
000911,49571
000912,34475
000913,8463
000914,18770
000915,48812
000916,49454
000917,38991
000918,13850
000919,27075
000920,1533
000921,37218
000922,11072
000923,7789
000924,48236
000925,32830
000926,44800
000927,20083
000928,4049
000929,7220
000930,15755
000931,11527
000932,29278
000933,20174
000934,35733
000935,39381
000936,38407
000937,24554
000938,134
000939,7828
000940,12438
000941,48259
000942,34467
000943,5826
000944,14008
000945,18069
000946,20868
000947,28192
000948,19175
000949,22091
000950,41795
000951,17966
000952,30288
000953,9471
000954,15042
000955,32485
000956,16074
000957,6669
000958,3153
000959,44722
000960,35861
000961,5707
000962,29241
000963,43651
000964,26799
000965,13515
000966,14203
000967,3682
000968,2266
000969,23324
000970,2616
000971,19001
000972,393
000973,22656
000974,5797
000975,37952
000976,42345
000977,28175
000978,44827
000979,49282
000980,30345
000981,47660
000982,46776
000983,37064
000984,11711
000985,45155
000986,24028
000987,45403
000988,24224
000989,41500
000990,28437
000991,18068
000992,15394
000993,48444
000994,41418
000995,6018
000996,41866
000997,6611
000998,33499
000999,34936
001000,21277
